Symbol,Security Name,Tier,Price,Change %,Vol,Sec Type,Country,State
APCOF,AMERICAN CRITICAL MINERAL,OTCQB,0.134000,-0.007407,29000,Foreign Ordinary Shares,Canada,British Columbia
SECUF,SSC SEC SVCS CORP,OTCQX,1.600000,0.009464,1600,Foreign Ordinary Shares,Canada,Saskatchewan
SNNC,SIBANNAC INC,OTCID,0.006400,0.163636,143575,Common Stock,USA,Arizona
ASAPF,AURORA SPINE CORP,OTCQB,0.210000,0.002865,500,Foreign Ordinary Shares,Canada,British Columbia
AACTF,AURORA SOLAR TECHNOLOGIES,Pink Limited,0.006000,0.000000,2000,Foreign Ordinary Shares,Canada,British Columbia
HRGN,HARVARD APPRATS REG TCH,OTCQB,1.800000,0.066351,750,Common Stock,USA,Massachusetts
STKKF,STRIKE ENERGY LTD,Pink Limited,0.081750,0.606090,193,Foreign Ordinary Shares,,
MNIZ,GEN 2 TECHNOLOGIES INC,OTCID,0.149769,0.009443,1375,Common Stock,Canada,British Columbia
RTON,RIGHT ON BRANDS INC,OTCID,0.010000,-0.333333,14481,Common Stock,USA,Texas
ATIXF,ANALYTIXINSIGHT INC,Pink Limited,0.014500,0.006944,10000,Foreign Ordinary Shares,Canada,Ontario
SNIPF,SNIPP INTERACTIVE INC,Pink Limited,0.039600,0.131429,387000,Foreign Ordinary Shares,Canada,British Columbia
DRTTF,DIRTT ENVIRONMENTAL SLTNS,OTCQX,0.650000,0.031746,63250,Foreign Ordinary Shares,Canada,Alberta
CANOF,CALIFORNIA NANOTECHS CORP,OTCID,0.237700,-0.010820,3000,Foreign Ordinary Shares,Canada,Ontario
APTY,APT SYSTEMS INC,OTCID,0.000300,-0.142857,1745122,Common Stock,USA,California
DRNG,DRONE GUARDER INC,Pink Limited,0.000200,0.000000,1430000,Common Stock,USA,California
KSIOF,KNEAT COM INC,OTCQX,3.073500,0.024500,8682,Foreign Ordinary Shares,Ireland,
RSSFF,AFFINOR GROWERS INC,Pink Limited,0.021000,0.000000,200,Foreign Ordinary Shares,Canada,British Columbia
JROOF,JERICHO ENERGY VENTURS,OTCID,0.073500,0.035211,195000,Foreign Ordinary Shares,Canada,British Columbia
HLOC,HELO CORP,Pink Limited,0.450200,0.000444,1000,Common Stock,USA,Florida
PRPI,PERPETUAL INDS INC,Pink Limited,0.004160,-0.702857,88154,Common Stock,USA,Indiana
CIAFF,CHAMPION IRON LTD,OTCQX,3.810000,0.038713,295,Foreign Ordinary Shares,Australia,New South Wales
MTLFF,METALLIS RESOURCES INC,OTCQB,0.127620,0.048644,46500,Foreign Ordinary Shares,Canada,British Columbia
BDPT,BIOADAPTIVES INC,OTCID,0.019900,0.163743,2923,Common Stock,USA,Nevada
PAHGF,PETS AT HOME GRP ORD,Pink Limited,2.720100,-0.103746,4000,Foreign Ordinary Shares,,
MTHRY,M3 INC UNSP/ADR,Pink Limited,4.900000,0.022965,197997,ADRs,Japan,
RGBP,REGEN BIOPHARMA INC,OTCID,0.001213,0.010833,4216783,Common Stock,USA,California
RGBPP,REGEN BIOPHARMA PFD A,OTCID,0.001900,-0.257813,28305,Preferred Stock,USA,California
SSGC,SAFESPACE GLOBAL CORP,OTCID,0.210000,0.006350,184153,Common Stock,USA,Tennessee
TLGRF,TALGA GROUP LTD,OTCQX,0.250000,0.135847,2930,Foreign Ordinary Shares,Australia,Western Australia
STEK,STEMTECH CORP,OTCID,0.000400,0.142857,37322,Common Stock,USA,Florida
APYP,APPYEA INC,OTCQB,0.017500,0.158940,63681,Common Stock,Israel,
XALL,XALLES HOLDINGS INC,OTCID,0.000500,-0.166667,39200465,Common Stock,USA,Washington DC
NGLD,NEVADA CANYON GOLD CORP,OTCQX,0.666040,0.114059,147544,Common Stock,USA,Nevada
UCLE,US NUCLEAR CORP,Pink Limited,0.072000,0.000000,101124,Common Stock,USA,California
BCHPY,BRAINCHIP HLDGS LTD S/ADR,OTCQX,3.860000,0.015789,3439,ADRs,Australia,New South Wales
BRCHF,BRAINCHIP HLDGS LTD ORD,OTCQX,0.101450,0.102717,616854,Foreign Ordinary Shares,Australia,New South Wales
AQSZF,AEQUUS PHARMACEUTICAL INC,Pink Limited,0.003960,-0.195122,300,Foreign Ordinary Shares,Canada,British Columbia
FRQN,FREQUENCY HOLDINGS INC.,OTCID,0.000200,0.000000,43243155,Common Stock,USA,Illinois
DTEAF,DAVIDSTEA INC,Pink Limited,0.580500,0.036607,3695,Foreign Ordinary Shares,Canada,Quebec
ATDRF,AUTOTRADER GROUP PLC,Pink Limited,6.547500,0.060324,671,Foreign Ordinary Shares,United Kingdom,
ATDRY,AUTOTRADER GRP UNSP/ADR,Pink Limited,1.580000,0.000000,1192319,ADRs,United Kingdom,
CRYBF,DYNAMITE BLOCKCHAIN CORP,Pink Limited,0.034900,-0.069333,660,Foreign Ordinary Shares,Canada,British Columbia
CBDY,TARGET GROUP INC,Pink Limited,0.001413,0.014358,1666,Common Stock,Canada,Ontario
OWPC,ONE WORLD PRODUCTS INC,OTCQB,0.010950,0.335366,290694,Common Stock,USA,Nevada
BRQSF,BORQS TECH CORP,OTCQB,0.106400,-0.082759,9377,Common Stock,Hong Kong,
BTCY,BIOTRICITY INC,OTCQB,0.270440,-0.034143,27873,Common Stock,USA,California
RCRUY,RECRUIT HOLDINGS CO ADR,Pink Limited,8.220000,0.024938,3045855,ADRs,Japan,
VMNT,VEMANTI GROUP INC,OTCID,0.079900,0.212443,272312,Common Stock,USA,California
SIGY,SIGYN THERAPEUTICS INC,OTCQB,0.101000,-0.389728,23716,Common Stock,USA,California
LEEEF,LEEF BRANDS INC,OTCQB,0.137800,0.136964,68058,Foreign Ordinary Shares,Canada,British Columbia
EDDRF,EDREAMS ODIGEO SA ORD,Pink Limited,3.380000,-0.157107,24013,Foreign Ordinary Shares,,
WRDLY,WORLDLINE SA UNSP/ADR,Pink Limited,0.786800,-0.017483,1533,ADRs,France,
USDP,USD PARTNERS LP,Pink Limited,0.003660,0.220000,869,Common Stock,USA,Texas
AGNPF,ALGERNON HEALTH INC A,OTCQB,0.028185,-0.194714,3384,Foreign Ordinary Shares,Canada,British Columbia
WSTRF,WESTERN URANIUM&VANADIUM,OTCQX,0.585980,-0.022503,204706,Foreign Ordinary Shares,Canada,Ontario
DREM,DREAM HOMES & DEV CORP,Pink Limited,0.017500,0.000000,6300,Common Stock,USA,New Jersey
MHIVF,INVESQUE INC,Pink Limited,0.090000,-0.100000,12629,Foreign Ordinary Shares,Canada,British Columbia
SDSYA,SOUTH DAK SOY UNIT CL A,Pink Limited,7.750000,0.033333,41500,Units,USA,South Dakota
GPUSF,ALSET AI VENTURES INC,Pink Limited,0.042100,0.162983,104501,Foreign Ordinary Shares,Canada,British Columbia
CINGF,COINSILIUM GROUP LTD ORD,OTCQB,0.039700,-0.026961,663878,Foreign Ordinary Shares,British Virgin Islands,
MGPPF,MEGAPORT LTD ORD,Pink Limited,5.800000,0.000431,1000,Foreign Ordinary Shares,,
GPFT,GRAPEFRUIT USA INC,OTCID,0.000600,0.081081,11010,Common Stock,USA,California
WCFB,WCF BANCORP INC,OTCID,6.300000,0.016949,100,Common Stock,USA,Iowa
DNNGY,ORSTED A/S UNSP/ADR,Pink Limited,8.160000,-0.004878,128377,ADRs,Denmark,
KNEVF,KINNEVIK AB AK B,Pink Limited,6.890000,-0.084993,843,Foreign Ordinary Shares,Sweden,
ITHUF,IANTHUS CAPITAL HLDG ORD,OTCID,0.005000,0.111111,321548,Foreign Ordinary Shares,Canada,Ontario
SNEGF,SOUND ENERGY PLC ORD,Pink Limited,0.013580,-0.467451,1000,Foreign Ordinary Shares,United Kingdom,England
CDTAF,INFINITII AI INC,OTCQB,0.026200,-0.126667,4545,Foreign Ordinary Shares,Canada,British Columbia
ILLMF,ILLUMIN HOLDINGS INC,OTCQB,0.682100,-0.010732,865,Foreign Ordinary Shares,Canada,Ontario
ECNCF,ECN CAPITAL CORP ORD,Pink Limited,2.230000,-0.006017,3000,Foreign Ordinary Shares,Canada,Ontario
XITO,XENOUS HLDGS INC,Pink Limited,0.025000,7.333333,30655,Common Stock,Hong Kong,
GFGSF,GFG RESOURCES INC,OTCQB,0.110000,-0.009009,7000,Foreign Ordinary Shares,Canada,Saskatchewan
TRUFF,RED LIGHT HOLLAND CORP,OTCQB,0.012100,-0.097015,115047,Foreign Ordinary Shares,Canada,Ontario
LBUY,LEAFBUYER TECHNOLOGIES,Pink Limited,0.017000,0.133333,30000,Common Stock,USA,Colorado
INND,INNERSCOPE HEARNG TECH,OTCID,0.000900,0.046512,198510,Common Stock,USA,California
FFXXF,HELIOS FAIRFAX PARTNERS,Pink Limited,2.000000,0.000000,100,Foreign Ordinary Shares,Canada,Ontario
QGAI,QUANTUM GENESIS AI CORP,OTCID,0.800000,0.000000,354,Common Stock,USA,California
FBRKF,FBR LTD ORD,OTCID,0.003700,0.000000,131578,Foreign Ordinary Shares,Australia,Western Australia
WLFFF,WOLFDEN RES CORP ORD,Pink Limited,0.020500,-0.707143,5000,Foreign Ordinary Shares,,
PCELF,POWERCELL SWEDEN AB ORD,Pink Limited,2.360000,0.048889,530,Foreign Ordinary Shares,Sweden,
ALTPF,ALTIPLANO METALS INC ORD,Pink Limited,0.036700,-0.008108,30000,Foreign Ordinary Shares,Canada,Alberta
DDHRF,DREAM IMPACT TRUST UNIT,Pink Limited,1.370000,-0.035211,500,Units,Canada,Ontario
BDVB,BAGGER DAVE'S BURGER,Pink Limited,0.044000,0.009174,250,Common Stock,USA,Minnesota
BRLL,BARREL ENERGY INC,OTCID,0.002600,0.238095,101863,Common Stock,USA,Nevada
IBATF,INTERNATIONAL BAT MET ORD,OTCQB,0.136095,0.032196,282905,Foreign Ordinary Shares,USA,Texas
GBBGF,GLOBAL LI-ION GRAPH ORD,Pink Limited,0.022500,-0.075596,5500,Foreign Ordinary Shares,Canada,British Columbia
DCNNF,QUEST CRITICAL METALS INC,Pink Limited,0.021900,-0.124000,5000,Foreign Ordinary Shares,Canada,British Columbia
MDNAF,MEDICENNA THERA CORP,OTCQX,0.652800,-0.042815,38720,Foreign Ordinary Shares,Canada,Ontario
RHEP,REGIONAL HEALTH PRTYS INC,OTCQB,1.262100,-0.092014,10555,Common Stock,USA,Georgia
RHEPB,REGIONAL HLTH PPTY B PFD,OTCQB,5.800000,-0.016949,3300,Preferred Stock,USA,Georgia
NNXPF,NANOXPLORE INC,OTCQX,1.546000,0.003896,25810,Foreign Ordinary Shares,Canada,Quebec
PUMSY,PUMA SE UNSP/ADR,Pink Limited,2.625000,-0.024164,523,ADRs,Germany,
EXROF,EXRO TECHNOLOGIES INC,Pink Limited,0.000600,0.500000,1179795,Foreign Ordinary Shares,Canada,Alberta
ENSCW,ENSYSCE BIOSCIENCE WTS,Pink Limited,0.002500,-0.285714,20000,Warrants,USA,California
PRRVF,PROVIDENCE GOLD MINES INC,Pink Limited,0.054000,0.237113,4000,Foreign Ordinary Shares,Canada,British Columbia
BBKCF,BIGG DIGITAL ASSETS INC,OTCQB,0.048500,0.002066,93941,Foreign Ordinary Shares,Canada,British Columbia
SAENF,SOLAR ALLIANCE ENERGY NEW,Pink Limited,0.014500,0.028369,200000,Foreign Ordinary Shares,Canada,British Columbia
AYRWF,AYR WELLNESS INC,Pink Limited,0.021950,0.155263,56535,Foreign Ordinary Shares,USA,Florida
NPPTF,NEPTUNE DIGITAL ASSETS,OTCQX,0.594800,0.070776,116920,Foreign Ordinary Shares,Canada,British Columbia
WHTCF,WELL HEALTH TECH CORP ORD,OTCQX,2.923000,0.008975,36671,Foreign Ordinary Shares,Canada,British Columbia
AMTFF,AMERITRUST FNCL TECHS INC,OTCQB,0.047000,0.159921,4860,Foreign Ordinary Shares,Canada,Ontario
BYLTF,BAYLIN TECHNOLOGIES INC,OTCQB,0.170000,-0.190071,4000,Foreign Ordinary Shares,Canada,Ontario
APXYY,APPEN LTD UNSP/ADR,Pink Limited,0.580000,0.024735,999,ADRs,,
ETCG,GRAYSCALE ETHRM CLSSIC TR,OTCQX,5.000000,0.091703,33407,Common Stock,USA,Connecticut
NLLSF,NEL ASA,Pink Limited,0.218300,0.039524,5342,Foreign Ordinary Shares,Norway,
DELHY,DELIVERY HERO SE UNSP/ADR,Pink Limited,2.250000,-0.008811,170684,ADRs,Germany,
AASZF,ATLANTIC SAPPHIRE AS,OTCQB,0.510000,0.133333,14444,Foreign Ordinary Shares,USA,Florida
BFGFF,GIANT MINING CORP,OTCID,0.145800,0.023481,1459175,Foreign Ordinary Shares,Canada,British Columbia
CSUI,CANNABIS SUISSE CORP,OTCID,0.006200,-0.088235,100000,Common Stock,USA,Florida
GTBIF,GREEN THUMB INDUS SUB VTG,OTCQX,6.520000,-0.021006,373076,Foreign Ordinary Shares,USA,Illinois
AVTBF,AVANT BRANDS INC,OTCQX,0.616000,-0.009805,1382,Foreign Ordinary Shares,Canada,British Columbia
THQQF,EMBRACER GROUP AB,Pink Limited,5.870000,0.000853,1900,Foreign Ordinary Shares,Sweden,
VIVC,VIVIC CORP,OTCQB,0.036200,-0.574118,41000,Common Stock,USA,Nevada
HELFY,HELLOFRESH SE UNSP/ADR,Pink Limited,1.350000,0.001855,31332,ADRs,Germany,
HLFFF,HELLOFRESH SE ORD,Pink Limited,5.447000,-0.027321,2500,Foreign Ordinary Shares,Germany,
PLNH,PLANET 13 HLDGS INC NEV,OTCQX,0.177265,0.019350,411838,Foreign Ordinary Shares,USA,Nevada
GSCCF,IONEER LTD,Pink Limited,0.100000,0.015228,103550,Foreign Ordinary Shares,Australia,New South Wales
TLPPF,TELIX PHARM LTD,Pink Limited,6.800000,0.004802,2698,Foreign Ordinary Shares,Australia,Victoria
XIACF,XIAOMI CORP,Pink Limited,4.565000,-0.010834,4318,Common Stock,Hong Kong,
IZOZF,IZOTROPIC CORP,OTCQB,0.175522,-0.004300,33170,Foreign Ordinary Shares,Canada,British Columbia
BTKRF,Q PRECIOUS & BATTERY CORP,Pink Limited,0.066700,0.102479,30050,Foreign Ordinary Shares,Canada,British Columbia
QTTOY,QUTOUTIAO INC ADR,Pink Limited,0.003500,0.000000,598,ADRs,USA,New York
EGLXF,ENTHUSIAST GAMNG HLDG INC,Pink Limited,0.028800,0.014085,38249,Foreign Ordinary Shares,Canada,Ontario
ALYAF,ALITHYA GROUP INC A VTG,Pink Limited,0.988800,-0.001187,10825,Foreign Ordinary Shares,Canada,Quebec
AMGDF,ASTON MARTIN LAGO NEW,Pink Limited,0.760000,-0.019861,37375,Foreign Ordinary Shares,United Kingdom,
ARGGY,ASTON MT LGND UNS/ADR,Pink Limited,0.742550,-0.022156,88404,ADRs,United Kingdom,
FRGGF,FORGE RESOURCES CORP,OTCQB,0.374045,0.024781,2000,Foreign Ordinary Shares,Canada,British Columbia
IPXAF,IMPAX GROUP PLC,Pink Limited,2.080000,0.014634,1500,Foreign Ordinary Shares,United Kingdom,
EMED,ELECTROMEDICAL TECH INC,OTCID,0.000100,-0.333333,92699502,Common Stock,USA,Arizona
ILIKF,ILIKA PLC,OTCQX,0.375000,0.004016,91549,Foreign Ordinary Shares,United Kingdom,
CCCFF,CARLYLE COMMODITIES CORP,Pink Limited,0.010850,-0.092809,66000,Foreign Ordinary Shares,Canada,British Columbia
BQSSF,BOSS ENERGY LTD NEW,OTCQX,1.245000,0.073276,11127,Foreign Ordinary Shares,Australia,Western Australia
OILFF,NEXTLEAF SOLUTIONS LTD,OTCQB,0.037390,0.032303,3632,Foreign Ordinary Shares,Canada,British Columbia
ONAR,ONAR HOLDING CORP,OTCQB,0.005100,-0.150000,824785,Common Stock,USA,Florida
CNTMF,FLUENT CORP,OTCQB,0.039000,0.002828,299340,Foreign Ordinary Shares,USA,Florida
LDDFF,LIBERTY DEFENSE HLDGS LTD,OTCQB,0.120000,-0.076923,230937,Foreign Ordinary Shares,USA,Massachusetts
POSAF,POSABIT SYSTEMS CORP,OTCQB,0.039506,-0.059381,7700,Foreign Ordinary Shares,USA,Washington
CBSTF,THE CANNABIST CO HLDG,OTCQB,0.029300,0.003425,223053,Foreign Ordinary Shares,USA,Massachusetts
AVAI,AVAI BIO INC,OTCQB,0.380000,-0.069540,116850,Common Stock,USA,Nevada
SCPPF,S4 CAPITAL PLC,Pink Limited,0.298200,0.046316,100,Foreign Ordinary Shares,United Kingdom,
HWKE,HAWKEYE SYSTEMS INC,OTCQB,0.053900,-0.101667,2000,Common Stock,USA,Georgia
ALDS,APPLIFE DIGITAL SOLUTIONS,OTCID,0.005100,-0.052925,15000,Common Stock,USA,California
NEXPF,NEXI SPA AZIONI ORDINARIE,Pink Limited,3.900000,-0.075829,200,Foreign Ordinary Shares,Italy,
JSHG,JOSHUA GOLD RESOURCES,OTCID,0.002600,0.130435,939500,Common Stock,Canada,Ontario
ADCOF,ADCORE INC.,OTCQX,0.090000,-0.100000,2500,Foreign Ordinary Shares,Israel,
CWSFF,CIELO WASTE SOLUTIONS CRP,OTCQB,0.046800,-0.004255,30194,Foreign Ordinary Shares,Canada,Alberta
GHBWF,GLASS HOUSE BRANDS  WT 26,Pink Limited,0.150000,-0.117647,43340,Warrants,USA,California
AVCNF,AVICANNA INC,OTCQX,0.130000,0.099459,25510,Foreign Ordinary Shares,Canada,Ontario
BXPHF,BOTANIX PHARMACEUTICALS,Pink Limited,0.045150,0.052448,20000,Common Stock,Australia,Western Australia
DUSXF,DUSTIN GROUP AB,Pink Limited,0.170100,-0.045455,20000,Foreign Ordinary Shares,,
MGROF,MUSTGROW BIOLOGICS CORP,OTCQB,0.392900,0.103745,9200,Foreign Ordinary Shares,Canada,Saskatchewan
RROYF,RE ROYALTIES LTD,OTCQX,0.283800,0.008171,201,Foreign Ordinary Shares,Canada,British Columbia
GRTX,GALERA THERAPEUTICS INC,OTCQB,0.043000,0.303030,67864,Common Stock,USA,Pennsylvania
MCOM,MICROMOBILITY.COM INC A,Pink Limited,0.009000,0.000000,165109,Common Stock,USA,New York
TMVWY,TEAMVIEWER SE UNSP/ADR,Pink Limited,2.590000,-0.033546,833,ADRs,Germany,
NBND,NETBRANDS CORP,OTCID,0.001100,0.100000,680876,Common Stock,USA,New York
BSFC,BLUE STAR FOODS CORP,OTCQB,0.001500,-0.032258,226011,Common Stock,USA,Florida
WBQNL,WOODBRIDGE LIQ TR CL A,Pink Limited,2.400000,-0.020408,1189,Other Security Type,USA,California
EBZT,EVERYTHING BLOCKCHAIN INC,OTCID,0.080000,0.538462,155039,Common Stock,USA,Florida
GLVT,GREENLIT VENTURES INC,Pink Limited,0.115600,2.503030,193,Common Stock,USA,Idaho
RLFTF,RELIEF THERAPEUTICS HLDG,OTCQB,0.945600,-0.004632,4410,Foreign Ordinary Shares,Switzerland,
MVMDF,MOUNTAIN VY MD INC,Pink Limited,0.013700,0.122951,400,Foreign Ordinary Shares,Canada,Ontario
NVNXF,NOVONIX LTD,Pink Limited,0.240000,0.028278,31075,Foreign Ordinary Shares,Australia,Queensland
AZMCF,ARIZONA METALS CORP,OTCQX,0.450500,-0.001773,72531,Foreign Ordinary Shares,Canada,Ontario
ZIZTF,ZIP CO LTD ORD FULLY PAID,Pink Limited,1.302500,0.147577,400,Foreign Ordinary Shares,,
FGLDF,FALCON GOLD CORP,Pink Limited,0.010100,-0.010774,93220,Foreign Ordinary Shares,Canada,British Columbia
LTCN,GRAYSCALE LITECOIN TR LTC,OTCQX,4.440000,0.135550,185043,Common Stock,USA,Connecticut
DPUI,DISCOUNT PRINT USA INC,OTCID,0.000200,-0.200000,55000000,Common Stock,USA,Nevada
BBXIA,BBX CAPITAL INC A,OTCID,3.620000,0.019718,262,Common Stock,USA,Florida
ENTEF,ESE ENTMT INC,Pink Limited,0.045780,0.129812,7401,Foreign Ordinary Shares,Canada,British Columbia
DYNDF,DYE & DURHAM LTD,Pink Limited,2.911500,0.078333,4545,Foreign Ordinary Shares,Canada,Ontario
OWLTW,OWLET INC WTS,Pink Limited,0.010000,0.000000,300,Warrants,USA,Utah
AUMMF,AUMEGA METALS LTD,OTCQB,0.033500,-0.042857,210000,Foreign Ordinary Shares,Australia,Western Australia
NICLF,CLASS 1 NICKEL & TECH,OTCQB,0.073800,-0.128689,35000,Foreign Ordinary Shares,Canada,Ontario
EMOTF,EMERITA RESOURCES CORP,OTCQX,0.380000,0.093211,298403,Foreign Ordinary Shares,Canada,Ontario
IVCTF,INVICTUS ENERGY LTD,OTCQB,0.040000,0.052632,246199,Foreign Ordinary Shares,Australia,Western Australia
SAEYY,REDCARE PHAMACY  UNSP/ADR,Pink Limited,7.000000,-0.153567,100,ADRs,The Netherlands,
OPADW,OFFERPAD SOLUTIONS WTS,Pink Limited,0.008000,0.000000,110001,Warrants,USA,Arizona
CMRF,CIM REAL ESTTE FIN TR INC,Pink Limited,2.200000,-0.058542,2973,Common Stock,USA,Arizona
PCOK,PACIFIC OAK STRATEGIC OPP,Pink Limited,1.450000,4.800000,1723,Common Stock,USA,California
FANCF,FIRST ATLANTIC NICKEL CRP,OTCQB,0.191200,-0.006856,269698,Foreign Ordinary Shares,Canada,British Columbia
PLCKF,PLURILOCK SEC INC,OTCQB,0.120600,-0.042857,33381,Foreign Ordinary Shares,Canada,British Columbia
LTCH,LATCH INC,Pink Limited,0.200000,-0.047619,78794,Common Stock,USA,Missouri
AMMPF,AMMPOWER CORP,Pink Limited,0.009900,0.100000,318652,Foreign Ordinary Shares,Canada,Ontario
PHRRF,PHARMATHER HLDGS LTD,OTCQB,0.058300,-0.112633,145800,Foreign Ordinary Shares,Canada,Ontario
DGTEF,DIGITAL ASSET TECH INC,OTCQB,0.017185,-0.218864,100,Foreign Ordinary Shares,Canada,British Columbia
FOXOW,FOXO TECHNOLOGIES INC WTS,OTCID,0.002700,0.227273,150,Warrants,USA,Florida
IONGF,LITHIUM ION ENERGY LTD,Pink Limited,0.026000,-0.281768,1000,Foreign Ordinary Shares,Canada,Ontario
NEXNF,NEXE INNOVATIONS INC,OTCQB,0.087140,-0.062608,3351,Foreign Ordinary Shares,Canada,Ontario
THORF,THOR ENERGY PLC,OTCID,0.008500,-0.150000,80000,Foreign Ordinary Shares,Australia,Western Australia
SONIF,SONICSTRATEGY INC,OTCQB,0.058710,0.275195,45431,Foreign Ordinary Shares,Canada,Ontario
HLOGF,HELIUM ONE GLOBAL LTD,OTCID,0.007500,-0.062500,89900,Foreign Ordinary Shares,British Virgin Islands,
OZBKF,VALKEA RESOURCES CORP,OTCQB,0.275100,0.007545,100893,Foreign Ordinary Shares,Canada,British Columbia
VHIBF,VITALHUB CORP COM NO PAR,OTCQX,5.700000,-0.012132,35065,Foreign Ordinary Shares,Canada,Ontario
MANOF,MANOLETE PARTNERS PLC,Pink Limited,0.830000,0.092105,13000,Foreign Ordinary Shares,United Kingdom,
DNABW,GINKGO BIOWORKS HLDGS WTS,Pink Limited,0.003500,-0.078947,6293,Warrants,USA,Massachusetts
AISXF,AISIX SOLUTIONS INC,Pink Limited,0.008400,-0.056180,6000,Foreign Ordinary Shares,Canada,British Columbia
INPOY,INPOST S A UNSP/ADR,Pink Limited,8.925000,0.001684,78446,ADRs,Luxembourg,
BPAIF,BRANDPILOT AI INC,OTCQB,0.011100,-0.400000,8000,Foreign Ordinary Shares,Canada,Ontario
SCTH,SECURETECH INNOVATINS INC,OTCQB,3.750000,-0.062500,1525,Common Stock,USA,Minnesota
RADLF,RADIAL RESH CORP,Pink Limited,0.006300,-0.657609,1307,Foreign Ordinary Shares,Canada,British Columbia
FOACW,FINANCE OF AMERICA CO WTS,Pink Limited,0.001000,0.000000,5000,Warrants,USA,Texas
AGXXF,AGILYX ASA,OTCQX,1.580000,0.012821,200,Foreign Ordinary Shares,USA,New Hampshire
TSPH,CREATEAI HOLDINGS INC  A,OTCID,0.295000,-0.048387,202042,Common Stock,USA,California
KPGHF,KELLY PARTNERS GROUP HLDG,OTCQX,4.395000,-0.052802,12673,Foreign Ordinary Shares,Australia,New South Wales
HAMRF,SILVER HAMMER MNG CORP,Pink Limited,0.074000,-0.001350,326089,Foreign Ordinary Shares,Canada,British Columbia
DTCFF,DEFENCE THERAPEUTICS A,OTCQB,0.410000,-0.104021,2200,Foreign Ordinary Shares,Canada,Quebec
DIDIY,DIDI GLOBAL INC S/ADR,Pink Limited,4.420000,-0.006742,6148311,ADRs,,
ATHHF,AETHER CATALYST SOLUTIONS,OTCQB,0.022000,0.396825,140000,Foreign Ordinary Shares,Canada,British Columbia
AINMF,NETRAMARK HLDGS INC,OTCQB,0.726960,0.000633,4400,Foreign Ordinary Shares,Canada,Ontario
VIPZ,VIP PLAY INC,OTCQB,0.360000,-0.027027,281,Common Stock,USA,Nevada
THNCF,THINKIFIC LABS INC,Pink Limited,1.370000,-0.006094,250,Foreign Ordinary Shares,,
KARX,KARBON-X CORP,OTCQB,0.320000,-0.174194,500,Common Stock,USA,Texas
LEXTF,LEXSTON MINING CORP,OTCQB,0.053000,-0.171098,369666,Foreign Ordinary Shares,Canada,British Columbia
IMAQ,INTL MEDIA ACQ CORP A,Pink Limited,9.770000,0.002051,150,Common Stock,USA,Florida
MTWO,M2I GLOBAL INC,OTCQB,0.031000,0.000000,593901,Common Stock,USA,Nevada
ELMGF,ELEMENT79 GOLD CORP,OTCQB,0.018000,0.208054,3000,Foreign Ordinary Shares,Canada,British Columbia
HZEN,GRAYSCALE HORIZEN TR ZEN,OTCQX,0.700000,0.035809,211694,Common Stock,USA,Connecticut
MUSLF,PROMINO NTRITIONL SCIENCE,OTCID,0.018400,-0.365517,130128,Foreign Ordinary Shares,Canada,Ontario
NXHSF,NEXT HYDROGEN SOLUTIONS,OTCQB,0.455000,0.166667,11505,Foreign Ordinary Shares,Canada,Ontario
ROOOF,NORTHSTAR CLEAN TECHN INC,OTCQB,0.150040,0.014469,33700,Foreign Ordinary Shares,Canada,Alberta
ARLSF,ARGO GRAPHENE SOLUTIONS,OTCQB,0.509900,0.009024,18660,Foreign Ordinary Shares,Canada,British Columbia
PNXP,PINEAPPLE EXPRES CANNABIS,OTCID,0.001920,-0.005181,280000,Common Stock,USA,Georgia
SPTY,SPECIFICITY INC,OTCID,0.089650,-0.010486,2500,Common Stock,USA,Florida
NVLHF,NEVADA LITHIUM RESOURCES,OTCQB,0.120900,0.042241,84113,Foreign Ordinary Shares,Canada,British Columbia
INVLW,INNVENTURE WTS 29,Pink Limited,1.430000,-0.013793,100,Warrants,USA,Florida
IBOGF,UNIVERSAL IBOGAINE INC,Pink Limited,0.007000,0.021898,61300,Foreign Ordinary Shares,Canada,British Columbia
BGTTF,GOAT INDS LTD,OTCQB,0.213700,0.025432,100,Foreign Ordinary Shares,Canada,British Columbia
TERCF,TERRACOM LTD,Pink Limited,0.050000,0.020408,1399020,Foreign Ordinary Shares,,
ODOT,OSPREY POLKADOT TR UNIT,OTCQB,1.797500,0.302536,636,Other Security Type,USA,Florida
MRAI,MARPAI INC A,OTCQX,0.592600,0.014726,11054,Common Stock,USA,Florida
SONX,SONENDO INC,Pink Limited,0.190000,0.055556,1347,Common Stock,USA,California
FHELF,FIRST HELIUM INC,OTCQB,0.020295,0.009701,13215,Foreign Ordinary Shares,Canada,British Columbia
NOWVF,NOWVERTICAL GROUP SUB VTG,Pink Limited,0.179250,-0.004167,2000,Foreign Ordinary Shares,Canada,Ontario
MCLE,MEDICALE CORP,Pink Limited,0.026000,0.000000,4470,Common Stock,USA,Florida
HWAIF,HEALWELL AI INC A SUB VTG,OTCQX,0.456590,-0.026461,24255,Foreign Ordinary Shares,Canada,Ontario
RVRVF,PATHFINDER VENTURES INC,OTCQB,0.044300,0.118687,250,Foreign Ordinary Shares,Canada,British Columbia
EVTWF,VERTICAL AEROSPCE LTD WTS,Pink Limited,0.025300,-0.362720,16879,Warrants,United Kingdom,England
