Ticker,Entry_Time,Entry_Price,Exit_Time,Exit_Price,PnL_Dollars,Exit_Reason,Return_Pct,Compounded_Balance
ADI,2021-07-16 10:20:00-04:00,149.6,2021-07-16 14:45:00+00:00,148.9,-9.93,Stop Loss,-0.0024825,3960.024247081421
CAT,2021-07-16 10:20:00-04:00,192.07,2021-07-16 17:20:00+00:00,191.99,-1.25,Time Stop,-0.0003125,3958.7867395042076
SYK,2021-07-22 09:50:00-04:00,243.87,2021-07-22 16:25:00+00:00,245.52,13.19,Take Profit,0.0032975,3971.8408387777226
SYK,2021-07-26 10:15:00-04:00,248.26,2021-07-26 15:50:00+00:00,249.47,9.44,Take Profit,0.0023599999999999997,3981.214383157238
CAT,2021-07-28 10:10:00-04:00,191.74,2021-07-28 14:55:00+00:00,193.05,13.2,Take Profit,0.0033,3994.3523906216574
V,2021-08-03 09:50:00-04:00,229.12,2021-08-03 14:45:00+00:00,227.25,-16.69,Stop Loss,-0.0041725,3977.6859552717883
ADI,2021-08-11 10:05:00-04:00,156.64,2021-08-11 15:00:00+00:00,155.98,-9.0,Stop Loss,-0.00225,3968.7361618724267
V,2021-08-11 09:55:00-04:00,227.59,2021-08-11 16:55:00+00:00,227.1,-4.66,Time Stop,-0.001165,3964.1125842438455
TXN,2021-08-11 10:25:00-04:00,165.48,2021-08-11 17:00:00+00:00,166.36,10.15,Take Profit,0.0025375000000000003,3974.1715199263645
CAT,2021-08-13 09:50:00-04:00,201.2,2021-08-13 14:55:00+00:00,202.54,12.9,Take Profit,0.003225,3986.988223078127
NSC,2021-08-17 09:45:00-04:00,242.24,2021-08-17 14:00:00+00:00,240.84,-11.92,Stop Loss,-0.00298,3975.106998173354
AVGO,2021-08-18 09:45:00-04:00,43.22,2021-08-18 15:00:00+00:00,42.99,-12.26,Stop Loss,-0.003065,3962.9232952239527
CME,2021-08-19 14:00:00-04:00,160.08,2021-08-19 18:50:00+00:00,160.9,9.72,Take Profit,0.0024300000000000003,3972.553198831347
NSC,2021-08-20 14:35:00-04:00,238.08,2021-08-20 19:45:00+00:00,238.87,6.27,Take Profit,0.0015674999999999999,3978.780175970515
ADI,2021-08-24 09:50:00-04:00,154.67,2021-08-24 14:15:00+00:00,153.67,-13.48,Stop Loss,-0.00337,3965.3716867774947
CME,2021-08-24 10:45:00-04:00,163.46,2021-08-24 16:50:00+00:00,162.9,-7.32,Stop Loss,-0.00183,3958.115056590692
MCD,2021-08-26 09:50:00-04:00,213.15,2021-08-26 14:25:00+00:00,212.47,-6.76,Stop Loss,-0.0016899999999999999,3951.4258421450536
AVGO,2021-08-26 15:00:00-04:00,44.15,2021-08-26 19:25:00+00:00,44.29,4.7,Take Profit,0.001175,3956.0687675095737
TXN,2021-08-26 15:00:00-04:00,164.42,2021-08-26 19:50:00+00:00,164.98,6.27,Take Profit,0.0015674999999999999,3962.269905302645
SYK,2021-08-27 14:05:00-04:00,259.72,2021-08-27 19:10:00+00:00,260.76,7.7,Take Profit,0.001925,3969.8972748703522
TXN,2021-08-31 09:45:00-04:00,166.5,2021-08-31 16:45:00+00:00,167.64,13.21,Time Stop,0.0033025000000000003,3983.0078606206116
ECL,2021-09-01 09:50:00-04:00,212.34,2021-09-01 13:55:00+00:00,211.64,-6.99,Stop Loss,-0.0017475000000000001,3976.0475543841767
JPM,2021-09-01 09:45:00-04:00,141.05,2021-09-01 14:30:00+00:00,142.03,13.32,Take Profit,0.00333,3989.287792740276
AVGO,2021-09-01 14:30:00-04:00,44.98,2021-09-01 20:00:00+00:00,44.97,-2.22,EOD Close,-0.000555,3987.0737380153055
AVGO,2021-09-02 09:50:00-04:00,44.9,2021-09-02 14:10:00+00:00,44.77,-7.62,Stop Loss,-0.001905,3979.478362544386
CAT,2021-09-03 14:40:00-04:00,194.41,2021-09-03 19:25:00+00:00,194.03,-4.29,Stop Loss,-0.0010725,3975.210372000557
UNP,2021-09-09 09:50:00-04:00,193.28,2021-09-09 14:45:00+00:00,192.48,-8.74,Stop Loss,-0.002185,3966.5245373377356
AAPL,2021-09-10 10:40:00-04:00,150.7,2021-09-10 15:15:00+00:00,150.24,-6.57,Stop Loss,-0.0016425,3960.0095207851587
UNP,2021-09-10 14:10:00-04:00,189.15,2021-09-10 18:45:00+00:00,188.66,-5.58,Stop Loss,-0.001395,3954.485307503663
UNP,2021-09-14 09:45:00-04:00,185.18,2021-09-14 14:10:00+00:00,184.31,-9.88,Stop Loss,-0.0024700000000000004,3944.717728794129
TXN,2021-09-14 14:45:00-04:00,171.03,2021-09-14 19:35:00+00:00,170.64,-4.99,Stop Loss,-0.0012475000000000001,3939.796693427458
MRK,2021-09-16 09:45:00-04:00,62.95,2021-09-16 14:00:00+00:00,62.68,-9.81,Stop Loss,-0.0024525000000000003,3930.1343420368275
AAPL,2021-09-17 09:45:00-04:00,143.95,2021-09-17 15:30:00+00:00,143.09,-12.45,Stop Loss,-0.0031125,3917.901798897238
AVGO,2021-09-17 09:45:00-04:00,45.78,2021-09-17 16:45:00+00:00,45.91,3.93,Time Stop,0.0009825,3921.751137414655
SYK,2021-09-22 14:50:00-04:00,258.28,2021-09-22 19:15:00+00:00,259.42,8.5,Take Profit,0.002125,3930.084858581661
NSC,2021-09-23 14:45:00-04:00,220.06,2021-09-23 19:15:00+00:00,219.59,-4.65,Stop Loss,-0.0011625000000000001,3925.5161349335604
SYK,2021-09-27 10:10:00-04:00,261.06,2021-09-27 14:35:00+00:00,262.46,10.44,Take Profit,0.00261,3935.7617320457366
UNP,2021-09-27 14:50:00-04:00,184.94,2021-09-27 19:15:00+00:00,184.49,-5.27,Stop Loss,-0.0013174999999999999,3930.576365963767
AON,2021-09-28 10:05:00-04:00,282.62,2021-09-28 15:10:00+00:00,280.98,-11.9,Stop Loss,-0.002975,3918.882901275025
AAPL,2021-10-01 09:50:00-04:00,137.23,2021-10-01 14:15:00+00:00,136.49,-11.3,Stop Loss,-0.0028250000000000003,3907.8120570789233
AAPL,2021-10-04 09:45:00-04:00,137.23,2021-10-04 14:35:00+00:00,136.4,-12.69,Stop Loss,-0.0031725,3895.4145233278405
CME,2021-10-04 10:30:00-04:00,159.07,2021-10-04 14:55:00+00:00,157.89,-15.35,Stop Loss,-0.0038374999999999998,3880.4658700945693
SYK,2021-10-11 09:45:00-04:00,249.67,2021-10-11 16:45:00+00:00,249.66,-0.4,Time Stop,-0.0001,3880.07782350756
AAPL,2021-10-12 09:45:00-04:00,138.82,2021-10-12 16:05:00+00:00,139.68,11.79,Take Profit,0.0029474999999999996,3891.514352892349
MCD,2021-10-12 09:45:00-04:00,221.31,2021-10-12 16:45:00+00:00,221.41,0.54,Time Stop,0.000135,3892.039707329989
ECL,2021-10-19 14:30:00-04:00,207.64,2021-10-19 19:10:00+00:00,208.42,7.08,Take Profit,0.00177,3898.9286176119635
MCD,2021-10-22 09:55:00-04:00,216.42,2021-10-22 15:20:00+00:00,215.37,-10.11,Stop Loss,-0.0025275,3889.0740755309494
MRK,2021-10-27 09:45:00-04:00,71.09,2021-10-27 13:50:00+00:00,70.76,-10.44,Stop Loss,-0.00261,3878.9235921938134
ECL,2021-10-27 14:40:00-04:00,211.63,2021-10-27 19:20:00+00:00,210.77,-8.51,Stop Loss,-0.0021275,3870.671182251421
CME,2021-11-01 10:20:00-04:00,178.3,2021-11-01 17:20:00+00:00,177.89,-5.05,Time Stop,-0.0012625,3865.7844598838283
AON,2021-11-03 10:00:00-04:00,292.78,2021-11-03 14:15:00+00:00,290.73,-14.26,Stop Loss,-0.003565,3852.0029382843422
ECL,2021-11-03 10:05:00-04:00,212.82,2021-11-03 15:15:00+00:00,214.88,18.97,Take Profit,0.004742499999999999,3870.271062219156
TXN,2021-11-03 09:45:00-04:00,165.28,2021-11-03 16:45:00+00:00,165.97,7.87,Time Stop,0.0019675,3877.885820534072
CME,2021-11-03 10:00:00-04:00,179.12,2021-11-03 17:00:00+00:00,179.5,3.8,Time Stop,0.00095,3881.56981206358
CAT,2021-11-08 09:55:00-05:00,196.15,2021-11-08 17:55:00+00:00,196.59,4.08,Time Stop,0.00102,3885.5290132718847
NSC,2021-11-10 09:45:00-05:00,257.6,2021-11-10 17:45:00+00:00,257.64,-0.0,Time Stop,-0.0,3885.5290132718847
V,2021-11-11 09:45:00-05:00,204.62,2021-11-11 17:45:00+00:00,204.58,-0.78,Time Stop,-0.000195,3884.7713351142966
AAPL,2021-11-12 09:45:00-05:00,144.51,2021-11-12 15:00:00+00:00,145.0,6.25,Take Profit,0.0015625,3890.841290325412
UNP,2021-11-15 09:45:00-05:00,218.04,2021-11-15 15:05:00+00:00,218.85,7.08,Take Profit,0.00177,3897.7280794092885
CAT,2021-11-15 10:00:00-05:00,192.48,2021-11-15 18:00:00+00:00,192.45,-0.73,Time Stop,-0.0001825,3897.0167440347964
CME,2021-11-16 14:35:00-05:00,185.1,2021-11-16 20:35:00+00:00,184.55,-6.37,Stop Loss,-0.0015925,3890.810744869921
CAT,2021-11-18 10:10:00-05:00,186.25,2021-11-18 18:10:00+00:00,186.85,6.01,Time Stop,0.0015025,3896.656688014088
TXN,2021-11-24 09:45:00-05:00,168.07,2021-11-24 15:35:00+00:00,169.45,15.93,Take Profit,0.0039825,3912.1751232741044
AVGO,2021-11-24 09:45:00-05:00,50.34,2021-11-24 16:20:00+00:00,50.76,15.11,Take Profit,0.0037775,3926.953364802272
SYK,2021-11-24 14:10:00-05:00,243.2,2021-11-24 21:00:00+00:00,243.55,2.55,EOD Close,0.0006374999999999999,3929.456797572334
JPM,2021-11-26 09:45:00-05:00,141.72,2021-11-26 15:45:00+00:00,143.47,24.09,Take Profit,0.0060225,3953.1219511357135
CAT,2021-11-29 09:45:00-05:00,182.34,2021-11-29 15:25:00+00:00,180.32,-22.61,Stop Loss,-0.0056524999999999995,3930.776929306919
V,2021-11-29 09:45:00-05:00,190.53,2021-11-29 17:45:00+00:00,191.76,12.49,Time Stop,0.0031225,3943.05078026868
JPM,2021-11-29 10:00:00-05:00,143.48,2021-11-29 18:00:00+00:00,144.26,10.32,Time Stop,0.0025800000000000003,3953.223851281773
MRK,2021-12-03 09:45:00-05:00,63.71,2021-12-03 17:45:00+00:00,63.35,-12.56,Time Stop,-0.00314,3940.810728388748
SYK,2021-12-06 15:00:00-05:00,243.42,2021-12-06 21:00:00+00:00,242.84,-5.09,EOD Close,-0.0012725,3935.7960467368734
JPM,2021-12-08 09:45:00-05:00,143.97,2021-12-08 14:50:00+00:00,145.0,13.69,Take Profit,0.0034224999999999998,3949.2663087068304
CME,2021-12-09 09:45:00-05:00,187.96,2021-12-09 15:10:00+00:00,189.31,13.98,Take Profit,0.0034950000000000003,3963.068994455761
ADI,2021-12-13 10:05:00-05:00,168.3,2021-12-13 16:10:00+00:00,167.3,-12.34,Stop Loss,-0.003085,3950.8429266078647
TXN,2021-12-13 10:05:00-05:00,170.88,2021-12-13 18:05:00+00:00,171.87,11.12,Time Stop,0.00278,3961.8262699438346
CAT,2021-12-15 09:45:00-05:00,184.68,2021-12-15 17:45:00+00:00,185.67,10.29,Time Stop,0.0025724999999999997,3972.0180680232656
V,2021-12-16 14:50:00-05:00,205.97,2021-12-16 20:05:00+00:00,206.95,9.08,Take Profit,0.00227,3981.034549037678
ECL,2022-01-03 09:45:00-05:00,221.47,2022-01-03 15:05:00+00:00,220.11,-12.65,Stop Loss,-0.0031625,3968.444527276347
MCD,2022-01-03 10:00:00-05:00,242.55,2022-01-03 16:35:00+00:00,241.07,-12.55,Stop Loss,-0.0031375,3955.9935325720176
MRK,2022-01-04 09:45:00-05:00,66.72,2022-01-04 15:45:00+00:00,67.19,12.87,Take Profit,0.0032175,3968.7219417630686
TXN,2022-01-04 10:40:00-05:00,167.03,2022-01-04 18:40:00+00:00,167.25,2.16,Time Stop,0.00054,3970.8650516116204
AVGO,2022-01-05 09:45:00-05:00,60.94,2022-01-05 17:45:00+00:00,60.48,-16.41,Time Stop,-0.0041025,3954.574577737383
MCD,2022-01-05 14:10:00-05:00,242.65,2022-01-05 21:00:00+00:00,242.45,-1.98,EOD Close,-0.000495,3952.6170633214033
JPM,2022-01-10 09:50:00-05:00,149.13,2022-01-10 17:50:00+00:00,149.32,2.01,Time Stop,0.0005024999999999999,3954.6032533957227
V,2022-01-11 09:50:00-05:00,202.71,2022-01-11 15:15:00+00:00,204.65,18.74,Take Profit,0.004685,3973.130569637882
AVGO,2022-01-13 10:30:00-05:00,57.27,2022-01-13 16:00:00+00:00,56.95,-12.42,Stop Loss,-0.003105,3960.793999219156
CME,2022-01-18 09:45:00-05:00,184.13,2022-01-18 15:35:00+00:00,185.3,12.31,Take Profit,0.0030775,3972.9833427517533
SYK,2022-01-18 09:45:00-05:00,249.72,2022-01-18 17:45:00+00:00,251.46,13.62,Time Stop,0.0034049999999999996,3986.5113510338233
AON,2022-01-18 09:45:00-05:00,261.97,2022-01-18 17:45:00+00:00,263.71,12.98,Time Stop,0.003245,3999.447580367928
CAT,2022-01-19 09:45:00-05:00,210.04,2022-01-19 15:20:00+00:00,207.56,-24.0,Stop Loss,-0.006,3975.45089488572
JPM,2022-01-19 09:45:00-05:00,134.01,2022-01-19 17:45:00+00:00,133.83,-3.28,Time Stop,-0.00082,3972.1910251519134
ECL,2022-01-28 09:50:00-05:00,171.91,2022-01-28 15:15:00+00:00,173.94,23.13,Take Profit,0.0057824999999999994,3995.1602197548546
ADI,2022-01-28 14:25:00-05:00,142.77,2022-01-28 19:55:00+00:00,144.1,18.04,Take Profit,0.00451,4013.1783923459493
TXN,2022-01-28 14:20:00-05:00,153.42,2022-01-28 20:00:00+00:00,155.1,21.36,Take Profit,0.00534,4034.6087649610763
CAT,2022-01-28 14:30:00-05:00,183.46,2022-01-28 20:35:00+00:00,185.73,24.35,Take Profit,0.0060875,4059.169445817777
AON,2022-02-03 09:45:00-05:00,269.01,2022-02-03 15:30:00+00:00,270.61,11.56,Take Profit,0.00289,4070.900445516191
CME,2022-02-07 09:45:00-05:00,203.71,2022-02-07 17:45:00+00:00,202.99,-7.46,Time Stop,-0.001865,4063.3082161853035
CAT,2022-02-08 14:35:00-05:00,186.51,2022-02-08 20:30:00+00:00,187.41,9.23,Take Profit,0.0023075,4072.684299894151
AAPL,2022-02-09 09:45:00-05:00,171.88,2022-02-09 15:30:00+00:00,172.62,8.14,Take Profit,0.0020350000000000004,4080.9722124444356
CME,2022-02-10 14:15:00-05:00,203.18,2022-02-10 21:00:00+00:00,203.35,1.28,EOD Close,0.00032,4082.2781235524176
SYK,2022-02-14 14:00:00-05:00,238.24,2022-02-14 19:25:00+00:00,239.99,14.36,Take Profit,0.00359,4096.933502015971
ECL,2022-02-14 14:00:00-05:00,173.52,2022-02-14 19:25:00+00:00,174.67,12.82,Take Profit,0.003205,4110.064173889932
AAPL,2022-02-14 14:00:00-05:00,163.56,2022-02-14 19:50:00+00:00,165.13,18.68,Take Profit,0.00467,4129.258173581998
AVGO,2022-02-14 14:00:00-05:00,52.81,2022-02-14 19:50:00+00:00,53.41,21.29,Take Profit,0.0053225,4151.236150210887
CAT,2022-02-14 14:00:00-05:00,184.71,2022-02-14 20:10:00+00:00,185.95,12.98,Take Profit,0.003245,4164.706911518321
AON,2022-02-14 14:00:00-05:00,270.92,2022-02-14 20:20:00+00:00,273.17,16.28,Take Profit,0.004070000000000001,4181.657268648201
JPM,2022-02-14 14:00:00-05:00,136.02,2022-02-14 20:45:00+00:00,136.99,13.74,Take Profit,0.003435,4196.021261366008
MCD,2022-02-14 14:00:00-05:00,228.99,2022-02-14 20:55:00+00:00,230.26,10.72,Take Profit,0.00268,4207.266598346469
AXP,2022-02-14 14:00:00-05:00,181.49,2022-02-14 21:00:00+00:00,182.38,9.37,EOD Close,0.0023425,4217.122120353095
V,2022-02-14 14:00:00-05:00,217.15,2022-02-14 21:00:00+00:00,218.53,12.34,EOD Close,0.003085,4230.131942094385
ECL,2022-02-17 09:45:00-05:00,170.64,2022-02-17 17:45:00+00:00,171.91,14.42,Time Stop,0.003605,4245.381567745635
ADI,2022-02-17 09:45:00-05:00,151.9,2022-02-17 17:45:00+00:00,151.12,-10.8,Time Stop,-0.0027,4233.919037512722
SYK,2022-02-17 09:50:00-05:00,244.13,2022-02-17 17:50:00+00:00,243.19,-8.03,Time Stop,-0.0020074999999999997,4225.419445044915
V,2022-02-17 09:50:00-05:00,219.91,2022-02-17 17:50:00+00:00,218.59,-12.37,Time Stop,-0.0030924999999999998,4212.352335411113
ECL,2022-02-17 14:30:00-05:00,171.08,2022-02-17 20:10:00+00:00,170.29,-9.7,Stop Loss,-0.0024249999999999996,4202.137380997741
NSC,2022-02-17 14:35:00-05:00,250.86,2022-02-17 20:50:00+00:00,250.07,-6.6,Stop Loss,-0.00165,4195.203854319095
AAPL,2022-02-23 09:50:00-05:00,161.12,2022-02-23 15:40:00+00:00,160.31,-10.51,Stop Loss,-0.0026275,4184.180956191871
MCD,2022-02-23 10:20:00-05:00,227.63,2022-02-23 18:20:00+00:00,226.47,-10.5,Stop Loss,-0.002625,4173.197481181868
AAPL,2022-02-25 09:55:00-05:00,158.01,2022-02-25 15:45:00+00:00,159.86,22.95,Take Profit,0.0057374999999999995,4197.141201730148
JPM,2022-03-03 10:50:00-05:00,123.72,2022-03-03 18:50:00+00:00,124.31,8.89,Time Stop,0.0022225,4206.469348050993
ECL,2022-03-03 10:55:00-05:00,163.0,2022-03-03 18:55:00+00:00,163.98,11.53,Time Stop,0.0028824999999999996,4218.59449594675
UNP,2022-03-03 14:00:00-05:00,236.11,2022-03-03 19:50:00+00:00,234.33,-15.42,Stop Loss,-0.003855,4202.331814164875
V,2022-03-03 15:00:00-05:00,201.23,2022-03-03 21:00:00+00:00,200.97,-2.98,EOD Close,-0.000745,4199.2010769633225
JPM,2022-03-07 09:45:00-05:00,116.18,2022-03-07 17:45:00+00:00,116.61,6.71,Time Stop,0.0016775,4206.245236769928
CAT,2022-03-15 09:45:00-04:00,197.03,2022-03-15 14:40:00+00:00,199.52,24.85,Take Profit,0.0062125,4232.376535303361
ECL,2022-03-21 09:45:00-04:00,161.64,2022-03-21 16:45:00+00:00,162.59,11.26,Time Stop,0.002815,4244.29067525024
AVGO,2022-03-21 09:45:00-04:00,55.6,2022-03-21 16:45:00+00:00,55.42,-7.91,Time Stop,-0.0019775,4235.897590439933
SYK,2022-03-21 09:55:00-04:00,253.33,2022-03-21 16:55:00+00:00,253.32,-0.39,Time Stop,-9.75e-05,4235.484590424865
CME,2022-03-22 09:50:00-04:00,207.37,2022-03-22 14:05:00+00:00,205.93,-14.27,Stop Loss,-0.0035675,4220.374499148525
NSC,2022-03-29 09:50:00-04:00,257.68,2022-03-29 14:05:00+00:00,259.5,13.81,Take Profit,0.0034525000000000003,4234.945342106835
UNP,2022-03-29 09:45:00-04:00,246.58,2022-03-29 16:45:00+00:00,247.98,11.03,Time Stop,0.0027575,4246.623203887695
AVGO,2022-03-30 14:55:00-04:00,58.88,2022-03-30 19:20:00+00:00,58.6,-10.99,Stop Loss,-0.0027475,4234.955606635013
AXP,2022-03-31 14:05:00-04:00,179.11,2022-03-31 19:00:00+00:00,179.79,7.15,Take Profit,0.0017875,4242.525589781873
JPM,2022-04-01 09:45:00-04:00,121.76,2022-04-01 14:15:00+00:00,120.91,-14.6,Stop Loss,-0.00365,4227.04037137917
TXN,2022-04-05 09:45:00-04:00,159.63,2022-04-05 14:00:00+00:00,158.31,-17.0,Stop Loss,-0.00425,4209.075449800808
AVGO,2022-04-05 09:45:00-04:00,58.26,2022-04-05 14:05:00+00:00,57.82,-16.35,Stop Loss,-0.0040875,4191.870853899748
ADI,2022-04-05 09:45:00-04:00,148.77,2022-04-05 14:10:00+00:00,146.21,-34.96,Stop Loss,-0.00874,4155.233902636664
TXN,2022-04-05 10:05:00-04:00,157.41,2022-04-05 17:05:00+00:00,159.03,20.07,Time Stop,0.0050175,4176.082788743143
CME,2022-04-07 10:00:00-04:00,200.47,2022-04-07 16:40:00+00:00,202.54,20.27,Take Profit,0.0050675,4197.245088275099
AAPL,2022-04-20 09:50:00-04:00,163.53,2022-04-20 14:30:00+00:00,164.84,15.58,Take Profit,0.003895,4213.59335789393
MCD,2022-04-20 14:50:00-04:00,232.68,2022-04-20 19:25:00+00:00,233.48,6.55,Take Profit,0.0016374999999999998,4220.493117017481
MRK,2022-04-22 14:35:00-04:00,75.06,2022-04-22 19:30:00+00:00,75.31,5.66,Take Profit,0.001415,4226.4651147780605
AON,2022-04-26 10:15:00-04:00,307.6,2022-04-26 17:05:00+00:00,305.11,-16.46,Stop Loss,-0.004115000000000001,4209.073210830749
CAT,2022-05-03 14:15:00-04:00,198.29,2022-05-03 18:55:00+00:00,200.06,17.42,Take Profit,0.004355,4227.403724663918
MCD,2022-05-03 14:15:00-04:00,223.37,2022-05-03 18:55:00+00:00,224.55,10.18,Take Profit,0.002545,4238.162467143188
UNP,2022-05-05 10:05:00-04:00,212.36,2022-05-05 15:10:00+00:00,210.44,-18.51,Stop Loss,-0.0046275000000000005,4218.550370326483
JPM,2022-05-10 10:15:00-04:00,109.76,2022-05-10 14:30:00+00:00,108.99,-14.82,Stop Loss,-0.003705,4202.920641204423
AAPL,2022-05-13 14:00:00-04:00,142.5,2022-05-13 18:50:00+00:00,143.96,19.92,Take Profit,0.00498,4223.8511859976215
AVGO,2022-05-13 14:00:00-04:00,54.02,2022-05-13 18:50:00+00:00,54.42,13.5,Take Profit,0.003375,4238.106683750363
ECL,2022-05-13 14:00:00-04:00,153.42,2022-05-13 19:15:00+00:00,154.96,19.51,Take Profit,0.004877500000000001,4258.778049100356
AAPL,2022-05-16 09:45:00-04:00,142.15,2022-05-16 14:15:00+00:00,143.45,17.79,Take Profit,0.0044475,4277.718964473729
AVGO,2022-05-16 09:45:00-04:00,53.87,2022-05-16 14:25:00+00:00,54.49,21.41,Take Profit,0.0053525,4300.615455231075
UNP,2022-05-16 09:45:00-04:00,208.21,2022-05-16 14:30:00+00:00,210.11,17.84,Take Profit,0.0044599999999999996,4319.796200161406
AXP,2022-05-16 09:45:00-04:00,147.56,2022-05-16 16:45:00+00:00,148.38,10.57,Time Stop,0.0026425,4331.211261620333
TXN,2022-05-16 09:45:00-04:00,149.76,2022-05-16 16:45:00+00:00,150.63,11.08,Time Stop,0.00277,4343.208716815021
SYK,2022-05-18 09:50:00-04:00,225.41,2022-05-18 14:05:00+00:00,223.43,-17.91,Stop Loss,-0.0044775,4323.761999785482
UNP,2022-05-18 09:45:00-04:00,209.2,2022-05-18 14:10:00+00:00,207.63,-15.4,Stop Loss,-0.00385,4307.115516086308
AON,2022-05-18 09:45:00-04:00,267.38,2022-05-18 16:45:00+00:00,265.93,-11.15,Time Stop,-0.0027875,4295.109431585217
TXN,2022-05-20 11:15:00-04:00,149.48,2022-05-20 16:05:00+00:00,148.3,-16.38,Stop Loss,-0.004095,4277.5209584628765
NSC,2022-05-31 09:45:00-04:00,219.52,2022-05-31 13:55:00+00:00,221.14,14.36,Take Profit,0.00359,4292.877258703757
CME,2022-05-31 09:45:00-04:00,165.35,2022-05-31 16:00:00+00:00,166.66,15.37,Take Profit,0.0038425,4309.372639570327
UNP,2022-05-31 15:00:00-04:00,201.36,2022-05-31 19:35:00+00:00,202.51,11.06,Take Profit,0.002765,4321.288054918739
SYK,2022-06-02 09:45:00-04:00,216.12,2022-06-02 14:55:00+00:00,218.89,25.23,Take Profit,0.0063075,4348.544579325138
MRK,2022-06-02 09:45:00-04:00,79.13,2022-06-02 16:45:00+00:00,79.52,8.85,Time Stop,0.0022125,4358.165734206895
MCD,2022-06-02 09:45:00-04:00,225.55,2022-06-02 16:45:00+00:00,225.96,3.28,Time Stop,0.00082,4361.739430108945
AON,2022-06-03 09:45:00-04:00,265.04,2022-06-03 16:45:00+00:00,263.66,-10.72,Time Stop,-0.00268,4350.049968436253
SYK,2022-06-03 09:45:00-04:00,220.93,2022-06-03 16:45:00+00:00,220.41,-5.07,Time Stop,-0.0012675,4344.53628010126
JPM,2022-06-06 11:15:00-04:00,117.78,2022-06-06 18:15:00+00:00,117.67,-2.55,Time Stop,-0.0006374999999999999,4341.766638222696
AAPL,2022-06-06 11:15:00-04:00,143.47,2022-06-06 18:15:00+00:00,143.8,4.04,Time Stop,0.00101,4346.1518225273
NSC,2022-06-08 10:10:00-04:00,224.76,2022-06-08 17:10:00+00:00,224.05,-6.67,Time Stop,-0.0016675,4338.904614363236
AXP,2022-06-09 14:20:00-04:00,155.36,2022-06-09 18:45:00+00:00,154.7,-8.99,Stop Loss,-0.0022475,4329.152926242455
CAT,2022-06-09 15:00:00-04:00,210.65,2022-06-09 19:45:00+00:00,209.6,-10.38,Stop Loss,-0.002595,4317.918774398856
MCD,2022-06-09 15:00:00-04:00,223.48,2022-06-09 19:45:00+00:00,222.67,-7.58,Stop Loss,-0.001895,4309.73631832137
JPM,2022-06-13 10:50:00-04:00,104.79,2022-06-13 15:35:00+00:00,105.59,14.58,Take Profit,0.003645,4325.445307201651
MCD,2022-06-15 10:55:00-04:00,218.28,2022-06-15 15:20:00+00:00,216.95,-12.59,Stop Loss,-0.0031475,4311.830968097234
MCD,2022-06-16 14:45:00-04:00,214.86,2022-06-16 19:10:00+00:00,216.27,12.8,Take Profit,0.0032,4325.628827195145
CAT,2022-06-17 10:30:00-04:00,179.29,2022-06-17 17:30:00+00:00,181.19,20.75,Time Stop,0.0051875,4348.0680267362195
SYK,2022-06-22 09:45:00-04:00,186.01,2022-06-22 13:55:00+00:00,187.46,15.12,Take Profit,0.00378,4364.503723877283
UNP,2022-06-27 09:45:00-04:00,195.51,2022-06-27 16:45:00+00:00,196.02,4.81,Time Stop,0.0012025,4369.752039605245
AAPL,2022-06-30 09:50:00-04:00,132.58,2022-06-30 14:05:00+00:00,131.42,-18.07,Stop Loss,-0.0045175,4350.011684766329
ECL,2022-06-30 09:50:00-04:00,144.49,2022-06-30 14:55:00+00:00,146.35,25.15,Take Profit,0.0062875,4377.362383234297
NSC,2022-07-05 09:55:00-04:00,207.09,2022-07-05 16:10:00+00:00,205.34,-17.29,Stop Loss,-0.0043225,4358.441234332768
ECL,2022-07-05 09:45:00-04:00,147.19,2022-07-05 16:45:00+00:00,149.41,29.62,Time Stop,0.007405,4390.715491673002
AON,2022-07-07 09:45:00-04:00,268.79,2022-07-07 16:45:00+00:00,266.99,-13.69,Time Stop,-0.0034224999999999998,4375.688267902751
UNP,2022-07-08 09:45:00-04:00,191.25,2022-07-08 14:10:00+00:00,189.01,-23.88,Stop Loss,-0.00597,4349.565408943372
NSC,2022-07-08 09:45:00-04:00,206.81,2022-07-08 16:45:00+00:00,207.51,6.38,Time Stop,0.001595,4356.502965770636
NSC,2022-07-11 09:45:00-04:00,206.7,2022-07-11 13:55:00+00:00,208.19,14.03,Take Profit,0.0035074999999999998,4371.783399923078
JPM,2022-07-11 14:55:00-04:00,102.73,2022-07-11 19:05:00+00:00,102.41,-7.03,Stop Loss,-0.0017575000000000002,4364.099990597712
AXP,2022-07-12 15:00:00-04:00,133.76,2022-07-12 19:35:00+00:00,133.05,-11.27,Stop Loss,-0.0028174999999999997,4351.804138874203
ADI,2022-07-18 10:05:00-04:00,146.11,2022-07-18 14:30:00+00:00,147.45,17.78,Take Profit,0.004445,4371.1479082715
NSC,2022-07-20 09:50:00-04:00,215.54,2022-07-20 13:55:00+00:00,216.93,12.52,Take Profit,0.00313,4384.829601224389
UNP,2022-07-20 09:50:00-04:00,197.43,2022-07-20 14:45:00+00:00,198.5,10.46,Take Profit,0.002615,4396.295930631591
AAPL,2022-07-28 09:50:00-04:00,152.15,2022-07-28 15:00:00+00:00,153.23,13.64,Take Profit,0.0034100000000000003,4411.287299755045
