Ticker,Entry Time,Exit Time,Entry Price,Exit Price,Exit Reason,Shares,PnL
SPOT,2024-09-12 13:30:00-04:00,2024-09-12 14:30:00-04:00,339.25,339.03,Time Stop (Stagnant),2.9476,-0.68
SPOT,2024-09-17 13:25:00-04:00,2024-09-17 14:25:00-04:00,342.17,341.83,Time Stop (Stagnant),2.9225,-0.99
SPOT,2024-09-17 14:30:00-04:00,2024-09-17 15:45:00-04:00,341.97,342.4,EOD Cutoff,2.9242,1.24
SPOT,2024-09-18 13:10:00-04:00,2024-09-18 14:05:00-04:00,344.95,344.54,SL / Trail Exit,2.8989,-1.19
SPOT,2024-09-18 14:30:00-04:00,2024-09-18 14:35:00-04:00,344.58,343.26,SL / Trail Exit,2.9021,-3.83
SPOT,2024-09-18 14:50:00-04:00,2024-09-18 15:00:00-04:00,344.48,342.33,SL / Trail Exit,2.9029,-6.27
SPOT,2024-09-19 14:35:00-04:00,2024-09-19 15:05:00-04:00,362.98,361.79,SL / Trail Exit,2.755,-3.28
SPOT,2024-09-23 13:40:00-04:00,2024-09-23 15:40:00-04:00,369.17,369.21,SL / Trail Exit,2.7088,0.11
SPOT,2024-09-24 14:50:00-04:00,2024-09-24 15:35:00-04:00,380.94,380.48,SL / Trail Exit,2.6251,-1.22
SPOT,2024-10-03 13:20:00-04:00,2024-10-03 13:30:00-04:00,374.6,373.64,SL / Trail Exit,2.6695,-2.57
SPOT,2024-10-03 15:15:00-04:00,2024-10-03 15:30:00-04:00,373.88,373.28,SL / Trail Exit,2.6747,-1.59
SPOT,2024-10-08 14:35:00-04:00,2024-10-08 14:40:00-04:00,370.5,369.85,SL / Trail Exit,2.6991,-1.74
SPOT,2024-10-08 14:50:00-04:00,2024-10-08 15:25:00-04:00,370.19,369.61,SL / Trail Exit,2.7013,-1.57
SPOT,2024-10-28 13:00:00-04:00,2024-10-28 13:10:00-04:00,386.3,385.15,SL / Trail Exit,2.5887,-2.99
SPOT,2024-10-28 13:20:00-04:00,2024-10-28 13:55:00-04:00,386.47,385.41,SL / Trail Exit,2.5875,-2.74
SPOT,2024-10-29 13:30:00-04:00,2024-10-29 13:50:00-04:00,396.74,394.86,SL / Trail Exit,2.5205,-4.74
SPOT,2024-10-29 13:55:00-04:00,2024-10-29 14:50:00-04:00,396.11,393.68,SL / Trail Exit,2.5245,-6.14
SPOT,2024-10-29 15:00:00-04:00,2024-10-29 15:20:00-04:00,392.93,391.13,SL / Trail Exit,2.545,-4.58
SPOT,2024-10-30 13:50:00-04:00,2024-10-30 15:45:00-04:00,393.75,393.58,EOD Cutoff,2.5397,-0.43
SPOT,2024-11-06 14:40:00-05:00,2024-11-06 15:10:00-05:00,384.42,388.08,TP (3R Target),2.6013,9.51
SPOT,2024-11-07 13:00:00-05:00,2024-11-07 14:00:00-05:00,400.37,399.84,Time Stop (Stagnant),2.4977,-1.32
SPOT,2024-11-07 14:30:00-05:00,2024-11-07 14:50:00-05:00,401.42,400.28,SL / Trail Exit,2.4911,-2.85
SPOT,2024-11-07 14:55:00-05:00,2024-11-07 15:35:00-05:00,401.33,400.55,SL / Trail Exit,2.4917,-1.96
SPOT,2024-11-12 15:05:00-05:00,2024-11-12 15:45:00-05:00,416.21,418.62,EOD Cutoff,2.4026,5.79
SPOT,2024-11-13 14:40:00-05:00,2024-11-13 15:45:00-05:00,468.19,466.35,EOD Cutoff,2.1359,-3.93
SPOT,2024-11-21 13:00:00-05:00,2024-11-21 13:10:00-05:00,470.8,470.14,SL / Trail Exit,2.124,-1.4
SPOT,2024-11-21 13:15:00-05:00,2024-11-21 15:45:00-05:00,470.76,473.07,EOD Cutoff,2.1242,4.91
SPOT,2024-11-26 13:10:00-05:00,2024-11-26 13:50:00-05:00,479.69,477.81,SL / Trail Exit,2.0847,-3.92
SPOT,2024-12-04 14:35:00-05:00,2024-12-04 14:50:00-05:00,501.79,499.81,SL / Trail Exit,1.9928,-3.95
SPOT,2024-12-12 13:35:00-05:00,2024-12-12 13:55:00-05:00,483.96,482.5,SL / Trail Exit,2.0663,-3.02
SPOT,2025-01-02 13:40:00-05:00,2025-01-02 13:50:00-05:00,454.61,452.78,SL / Trail Exit,2.1997,-4.03
SPOT,2025-01-02 15:00:00-05:00,2025-01-02 15:45:00-05:00,456.82,456.23,EOD Cutoff,2.189,-1.3
SPOT,2025-01-06 14:30:00-05:00,2025-01-06 15:45:00-05:00,466.47,468.3,EOD Cutoff,2.1438,3.93
SPOT,2025-01-07 13:00:00-05:00,2025-01-07 13:45:00-05:00,467.56,465.22,SL / Trail Exit,2.1388,-5.0
SPOT,2025-01-08 13:55:00-05:00,2025-01-08 14:55:00-05:00,478.52,478.05,SL / Trail Exit,2.0898,-0.99
SPOT,2025-01-08 15:00:00-05:00,2025-01-08 15:35:00-05:00,479.39,477.02,SL / Trail Exit,2.086,-4.94
SPOT,2025-01-23 13:00:00-05:00,2025-01-23 14:10:00-05:00,498.25,497.83,SL / Trail Exit,2.007,-0.84
SPOT,2025-01-23 14:30:00-05:00,2025-01-23 15:45:00-05:00,497.99,499.92,EOD Cutoff,2.0081,3.87
SPOT,2025-01-27 13:45:00-05:00,2025-01-27 14:40:00-05:00,509.57,509.55,SL / Trail Exit,1.9624,-0.04
SPOT,2025-01-27 15:05:00-05:00,2025-01-27 15:45:00-05:00,508.4,513.06,EOD Cutoff,1.967,9.16
SPOT,2025-02-03 13:00:00-05:00,2025-02-03 14:00:00-05:00,551.53,550.2,Time Stop (Stagnant),1.8131,-2.42
SPOT,2025-02-03 15:10:00-05:00,2025-02-03 15:40:00-05:00,550.98,547.88,SL / Trail Exit,1.815,-5.63
SPOT,2025-02-04 14:35:00-05:00,2025-02-04 15:45:00-05:00,614.82,620.49,EOD Cutoff,1.6265,9.21
SPOT,2025-02-06 13:15:00-05:00,2025-02-06 14:15:00-05:00,625.01,624.28,Time Stop (Stagnant),1.6,-1.17
SPOT,2025-02-10 13:00:00-05:00,2025-02-10 14:10:00-05:00,633.09,638.22,TP (3R Target),1.5796,8.1
SPOT,2025-02-13 14:30:00-05:00,2025-02-13 15:30:00-05:00,648.9,648.53,Time Stop (Stagnant),1.5411,-0.57
SPOT,2025-02-19 13:15:00-05:00,2025-02-19 15:00:00-05:00,639.87,639.46,Time Stop (Stagnant),1.5628,-0.64
SPOT,2025-02-26 13:05:00-05:00,2025-02-26 13:25:00-05:00,604.42,601.9,SL / Trail Exit,1.6545,-4.18
SPOT,2025-02-26 13:50:00-05:00,2025-02-26 14:10:00-05:00,602.81,600.16,SL / Trail Exit,1.6589,-4.4
SPOT,2025-02-26 14:35:00-05:00,2025-02-26 14:55:00-05:00,602.65,599.24,SL / Trail Exit,1.6593,-5.65
SPOT,2025-02-27 13:15:00-05:00,2025-02-27 13:55:00-05:00,606.6,603.46,SL / Trail Exit,1.6485,-5.18
SPOT,2025-03-03 13:55:00-05:00,2025-03-03 14:50:00-05:00,609.12,605.01,SL / Trail Exit,1.6417,-6.74
SPOT,2025-03-12 13:05:00-04:00,2025-03-12 13:55:00-04:00,535.52,530.25,SL / Trail Exit,1.8673,-9.84
SPOT,2025-03-12 15:10:00-04:00,2025-03-12 15:35:00-04:00,535.6,532.95,SL / Trail Exit,1.8671,-4.94
SPOT,2025-03-19 13:30:00-04:00,2025-03-19 14:35:00-04:00,584.6,586.6,SL / Trail Exit,1.7106,3.41
SPOT,2025-03-19 14:40:00-04:00,2025-03-19 15:10:00-04:00,587.72,590.12,SL / Trail Exit,1.7015,4.08
SPOT,2025-03-20 14:45:00-04:00,2025-03-20 15:45:00-04:00,592.7,597.68,EOD Cutoff,1.6872,8.39
SPOT,2025-04-03 14:40:00-04:00,2025-04-03 15:45:00-04:00,557.19,556.72,EOD Cutoff,1.7947,-0.84
SPOT,2025-06-23 15:10:00-04:00,2025-06-23 15:45:00-04:00,729.99,731.35,EOD Cutoff,1.3699,1.86
SPOT,2025-07-14 13:15:00-04:00,2025-07-14 14:15:00-04:00,718.05,717.32,Time Stop (Stagnant),1.3927,-1.03
SPOT,2025-07-14 15:05:00-04:00,2025-07-14 15:40:00-04:00,718.66,716.28,SL / Trail Exit,1.3915,-3.31
SPOT,2025-07-21 13:25:00-04:00,2025-07-21 14:10:00-04:00,705.15,704.35,SL / Trail Exit,1.4181,-1.14
SPOT,2025-07-21 14:45:00-04:00,2025-07-21 15:30:00-04:00,703.91,701.32,SL / Trail Exit,1.4206,-3.68
SPOT,2025-07-28 13:10:00-04:00,2025-07-28 14:10:00-04:00,699.52,699.14,Time Stop (Stagnant),1.4296,-0.54
SPOT,2025-07-28 15:00:00-04:00,2025-07-28 15:45:00-04:00,699.26,700.72,EOD Cutoff,1.4301,2.08
SPOT,2025-08-14 13:00:00-04:00,2025-08-14 14:55:00-04:00,703.11,702.35,SL / Trail Exit,1.4223,-1.07
SPOT,2025-08-18 14:50:00-04:00,2025-08-18 15:20:00-04:00,731.7,728.91,SL / Trail Exit,1.3667,-3.81
SPOT,2025-08-19 13:30:00-04:00,2025-08-19 13:50:00-04:00,727.81,724.57,SL / Trail Exit,1.374,-4.45
SPOT,2025-08-19 13:55:00-04:00,2025-08-19 14:50:00-04:00,727.03,723.97,SL / Trail Exit,1.3755,-4.21
SPOT,2025-09-04 14:55:00-04:00,2025-09-04 15:20:00-04:00,706.33,706.12,SL / Trail Exit,1.4158,-0.3
SPOT,2025-09-09 13:05:00-04:00,2025-09-09 14:10:00-04:00,718.94,718.55,Time Stop (Stagnant),1.3909,-0.54
SPOT,2025-09-09 14:35:00-04:00,2025-09-09 15:30:00-04:00,719.04,717.01,SL / Trail Exit,1.3907,-2.82
SPOT,2025-09-15 13:50:00-04:00,2025-09-15 14:40:00-04:00,710.21,706.29,SL / Trail Exit,1.408,-5.52
SPOT,2025-09-16 13:05:00-04:00,2025-09-16 14:00:00-04:00,702.12,701.39,SL / Trail Exit,1.4243,-1.04
SPOT,2025-09-16 14:55:00-04:00,2025-09-16 15:45:00-04:00,703.53,703.45,EOD Cutoff,1.4214,-0.11
SPOT,2025-09-18 13:05:00-04:00,2025-09-18 14:05:00-04:00,743.54,741.84,Time Stop (Stagnant),1.3449,-2.29
SPOT,2025-09-18 14:30:00-04:00,2025-09-18 15:00:00-04:00,739.73,737.13,SL / Trail Exit,1.3519,-3.51
SPOT,2025-09-22 13:15:00-04:00,2025-09-22 14:10:00-04:00,734.34,735.7,SL / Trail Exit,1.3618,1.85
SPOT,2025-09-29 13:20:00-04:00,2025-09-29 14:20:00-04:00,725.01,724.71,Time Stop (Stagnant),1.3793,-0.41
SPOT,2025-09-29 14:30:00-04:00,2025-09-29 15:30:00-04:00,725.28,724.76,Time Stop (Stagnant),1.3788,-0.71
SPOT,2025-10-02 13:25:00-04:00,2025-10-02 14:05:00-04:00,707.7,707.58,SL / Trail Exit,1.413,-0.18
SPOT,2025-10-02 15:10:00-04:00,2025-10-02 15:35:00-04:00,710.28,709.45,SL / Trail Exit,1.4079,-1.17
SPOT,2026-03-03 13:00:00-05:00,2026-03-03 13:55:00-05:00,521.7,523.88,SL / Trail Exit,1.9168,4.19
SPOT,2026-03-04 13:55:00-05:00,2026-03-04 15:05:00-05:00,538.29,535.43,SL / Trail Exit,1.8577,-5.32
SPOT,2026-03-05 15:05:00-05:00,2026-03-05 15:45:00-05:00,550.15,553.18,EOD Cutoff,1.8177,5.49
UBER,2024-04-16 14:30:00-04:00,2024-04-16 15:30:00-04:00,74.17,73.97,Time Stop (Stagnant),13.4825,-2.7
UBER,2024-05-02 13:10:00-04:00,2024-05-02 14:10:00-04:00,68.55,68.39,Time Stop (Stagnant),14.5876,-2.35
UBER,2024-05-02 15:05:00-04:00,2024-05-02 15:35:00-04:00,68.49,68.27,SL / Trail Exit,14.6007,-3.21
UBER,2024-05-06 13:30:00-04:00,2024-05-06 14:05:00-04:00,71.84,71.53,SL / Trail Exit,13.9198,-4.32
UBER,2024-05-06 14:35:00-04:00,2024-05-06 15:05:00-04:00,71.83,71.54,SL / Trail Exit,13.9218,-4.11
UBER,2024-05-09 13:25:00-04:00,2024-05-09 14:15:00-04:00,68.05,67.72,SL / Trail Exit,14.6951,-4.85
UBER,2024-05-09 14:50:00-04:00,2024-05-09 15:25:00-04:00,68.0,67.66,SL / Trail Exit,14.7048,-5.07
